Gene	description	family	hgnc_id	entrez_id	ensemble_id	location	pubmed_id	Vulnerable_Cell_lines_perc	Ribosomal_Proteins	DNA_replication	RNA_polymerase	Proteasome	Spliceosome	Histones	curated_BAGEL_essential	curated_BAGEL_nonEssential	ADM_PanCancer_CF	Vuln_CL_perc.Bone	Bone	Vuln_CL_perc.Breast	Breast	Vuln_CL_perc.Central.Nervous.System	Central.Nervous.System	Vuln_CL_perc.Endometrium	Endometrium	Vuln_CL_perc.Esophagus	Esophagus	Vuln_CL_perc.Haematopoietic.and.Lymphoid	Haematopoietic.and.Lymphoid	Vuln_CL_perc.Head.and.Neck	Head.and.Neck	Vuln_CL_perc.Large.Intestine	Large.Intestine	Vuln_CL_perc.Lung	Lung	Vuln_CL_perc.Ovary	Ovary	Vuln_CL_perc.Pancreas	Pancreas	Vuln_CL_perc.Peripheral.Nervous.System	Peripheral.Nervous.System	Vuln_CL_perc.Stomach	Stomach
SATL1	spermidine/spermine N1-acetyl transferase-like 1	GCN5 related N-acetyltransferases	HGNC:27992	340562	ENSG00000184788	Xq21.1	12477932	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		0		0		0		0		0		0	
SCAF8	SR-related CTD associated factor 8	RNA binding motif containing	HGNC:20959	22828	ENSG00000213079	06q25.2	10470851	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		0		5.88235294117647	CS	0	
SCGB1D1	secretoglobin family 1D member 1	Secretoglobins	HGNC:18395	10648	ENSG00000168515	11q12.3	9720917|10066439|22155607	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0		0		2.94117647058824		0		0		0		0		0		0		0		0		0		0	
SCIN	scinderin	Gelsolin/villins	HGNC:21695	85477	ENSG00000006747	07p21.3		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SDCBP	syndecan binding protein	PDZ domain containing	HGNC:10662	6386	ENSG00000137575	08q12.1	9391086	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		4.34782608695652	CS	0		0	
SDF2	stromal cell derived factor 2		HGNC:10675	6388	ENSG00000132581	17q11.2	8918255	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		0		0		0	
SEC14L4	SEC14 like lipid binding 4	SEC14 family	HGNC:20627	284904	ENSG00000133488	22q12.2	12757856|20012369	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SEC24C	SEC24 homolog C, COPII coat complex component		HGNC:10705	9632	ENSG00000176986	10q22.2	10214955|7584044	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		0		0		7.14285714285714	CS
SECISBP2	SECIS binding protein 2		HGNC:30972	79048	ENSG00000187742	09q22.2	11230166	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		3.125	CS	0		0		0		0		0	
SELO								0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		0		5.88235294117647	CS	0	
SENP2	SUMO1/sentrin/SMT3 specific peptidase 2	SUMO specific peptidases	HGNC:23116	59343	ENSG00000163904	03q27.2	11896061|11489887	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SEPT3	septin 3	Septins	HGNC:10750	55964	ENSG00000100167	22q13.2		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		0		0		0	
SEPT6	septin 6	Septins	HGNC:15848	23157	ENSG00000125354	Xq24	8590280|10744683	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		7.14285714285714	CS	0		0		0		0		0		0		0	
SERAC1	serine active site containing 1		HGNC:21061	84947	ENSG00000122335	06q25.3		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		2.94117647058824	CS	0		0		0		0		0		0	
SERHL2	serine hydrolase-like 2		HGNC:29446	253190	ENSG00000183569	22q13.2		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		0		0		7.14285714285714	CS
SERINC1	serine incorporator 1		HGNC:13464	57515	ENSG00000111897	06q22.31	10637174	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		0		0		0		0		0		0	
SERINC3	serine incorporator 3		HGNC:11699	10955	ENSG00000132824	20q13.12	10559794	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		4.34782608695652	CS	0		0	
SERPINB4	serpin family B member 4	Serpin peptidase inhibitors	HGNC:10570	6318	ENSG00000206073	18q21.33	7724531|14630915|24172014	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		0		0		0		0		0		0	
SERPINB5	serpin family B member 5	Serpin peptidase inhibitors	HGNC:8949	5268	ENSG00000206075	18q21.33	8290962|7724531|16720730|24172014	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		4.34782608695652	CS	0		0	
SERPINB6	serpin family B member 6	Serpin peptidase inhibitors	HGNC:8950	5269	ENSG00000124570	06p25.2	8415716|9858835|20451170|24172014	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		0		0		0		0		0		0	
SERPINI2	serpin family I member 2	Serpin peptidase inhibitors	HGNC:8945	5276	ENSG00000114204	03q26.1	9624529|24172014	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		3.125	CS	0		0		0		0		0	
SERTM1	serine rich and transmembrane domain containing 1		HGNC:33792	400120	ENSG00000180440	13q13.3		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		0		0		0		0		0		0	
SESN3	sestrin 3		HGNC:23060	143686	ENSG00000149212	11q21	12607115	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		3.2258064516129	CS	0		0		0	
SETD4	SET domain containing 4		HGNC:1258	54093	ENSG00000185917	21q22.12		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		4.34782608695652	CS	0		0	
SETD7	SET domain containing lysine methyltransferase 7	Lysine methyltransferases	HGNC:30412	80854	ENSG00000145391	04q31.1	11850410|11779497	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		4.34782608695652	CS	0		0	
SFI1	SFI1 centrin binding protein	Protein phosphatase 1 regulatory subunits	HGNC:29064	9814	ENSG00000198089	22q12.2	14504268|19857500	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		3.2258064516129	CS	0		0		0	
SFMBT1	Scm-like with four mbt domains 1	Sterile alpha motif domain containing|MBT domain containing	HGNC:20255	51460	ENSG00000163935	03p21.1	10661410	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		0		5.88235294117647	CS	0	
SFN	stratifin	14-3-3 phospho-serine/phospho-threonine binding proteins	HGNC:10773	2810	ENSG00000175793	01p36.11	8515476	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SFXN4	sideroflexin 4	Sideroflexins	HGNC:16088	119559	ENSG00000183605	10q26.11	14756423	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		0		0		0		0		0		0	
SGCB	sarcoglycan beta		HGNC:10806	6443	ENSG00000163069	04q12	8968749	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		3.2258064516129	CS	0		0		0	
SGIP1	SH3 domain GRB2 like endophilin interacting protein 1		HGNC:25412	84251	ENSG00000118473	01p31.3	11230166	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		3.84615384615385	CS	0		0		0		0		0		0		0		0	
SGK1	serum/glucocorticoid regulated kinase 1		HGNC:10810	6446	ENSG00000118515	06q23.2	9114008|9722955	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		0		0		0		0		0		0	
SGMS2	sphingomyelin synthase 2		HGNC:28395	166929	ENSG00000164023	04q25	14685263	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SGSM3	small G protein signaling modulator 3	Small G protein signaling modulators	HGNC:25228	27352	ENSG00000100359	22q13.1	11214971|17509819	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		0		0		0		0		0		0	
SH2D4A	SH2 domain containing 4A	Protein phosphatase 1 regulatory subunits|SH2 domain containing	HGNC:26102	63898	ENSG00000104611	08p21.3		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SHB	SH2 domain containing adaptor protein B	SH2 domain containing	HGNC:10838	6461	ENSG00000107338	09p13.1	7713524	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		0		5.88235294117647	CS	0	
SHCBP1L	SHC binding and spindle associated 1 like		HGNC:16788	81626	ENSG00000157060	01q25.3	11318611|24557841	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0		0		0		12.5		0		0		0		0		0		0		0		0		0	
SHISA5	shisa family member 5	Shisa family members	HGNC:30376	51246	ENSG00000164054	03p21.31	11042152|12135983	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SHROOM3	shroom family member 3	PDZ domain containing	HGNC:30422	57619	ENSG00000138771	04q21.1	10589677|16615870	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SIAH1	siah E3 ubiquitin protein ligase 1		HGNC:10857	6477	ENSG00000196470	16q12.1	9403064|9334332	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		3.2258064516129	CS	0		0		0	
SIGLEC7	sialic acid binding Ig like lectin 7	CD molecules|V-set domain containing|Sialic acid binding Ig like lectins	HGNC:10876	27036	ENSG00000168995	19q13.41	10567377	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		0		0		7.14285714285714	CS
SIGMAR1	sigma non-opioid intracellular receptor 1		HGNC:8157	10280	ENSG00000147955	09p13.3	8954936|9453537	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		0		0		0		0		0		0	
SIK3	SIK family kinase 3		HGNC:29165	23387	ENSG00000160584	11q23.3	10231032|8889548	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		7.14285714285714	CS	0		0		0		0		0		0		0	
SIL1	SIL1 nucleotide exchange factor		HGNC:24624	64374	ENSG00000120725	05q31.2	11101517|12356756|16282977	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		3.2258064516129	CS	0		0		0	
SLC10A7	solute carrier family 10 member 7	Solute carriers	HGNC:23088	84068	ENSG00000120519	04q31.22	15932064	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		0		0		0		0		0		0		0		0		0		0		0	
SLC12A1	solute carrier family 12 member 1	Solute carriers	HGNC:10910	6557	ENSG00000074803	15q21.1	8640224	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		0		0		0		0		0		0	
SLC12A2	solute carrier family 12 member 2	Protein phosphatase 1 regulatory subunits|Solute carriers	HGNC:10911	6558	ENSG00000064651	05q23.3	7629105	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SLC13A2	solute carrier family 13 member 2	Solute carriers	HGNC:10917	9058	ENSG00000007216	17q11.2	8967342|10343111	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		3.125	CS	0		0		0		0		0	
SLC16A11	solute carrier family 16 member 11	Solute carriers	HGNC:23093	162515	ENSG00000174326	17p13.1		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		0		0		0		0		0		0	
SLC16A3	solute carrier family 16 member 3	Solute carriers	HGNC:10924	9123	ENSG00000141526	17q25.3	9425115	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		3.84615384615385	CS	0		0		0		0		0		0		0		0	
SLC16A5	solute carrier family 16 member 5	Solute carriers	HGNC:10926	9121	ENSG00000170190	17q25.1	9425115	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		3.84615384615385	CS	0		0		0		0		0		0		0		0	
SLC1A1	solute carrier family 1 member 1	Solute carriers	HGNC:10939	6505	ENSG00000106688	09p24.2	8020993	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		3.125	CS	0		0		0		0		0	
SLC1A2	solute carrier family 1 member 2	Solute carriers	HGNC:10940	6506	ENSG00000110436	11p13	1448170	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		3.125	CS	0		0		0		0		0	
SLC1A3	solute carrier family 1 member 3	Solute carriers	HGNC:10941	6507	ENSG00000079215	05p13.2	7521911|7698014	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		7.14285714285714	CS	0		0		0		0		0		0		0	
SLC1A5	solute carrier family 1 member 5	Solute carriers|Minor histocompatibility antigens	HGNC:10943	6510	ENSG00000105281	19q13.32	8702519|10051606	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		4.34782608695652	CS	0		0	
SLC22A5	solute carrier family 22 member 5	Solute carriers	HGNC:10969	6584	ENSG00000197375	05q31.1	9618255|9916797|9685390	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		0		0		0		0		0		0	
SLC25A18	solute carrier family 25 member 18	Solute carriers	HGNC:10988	83733	ENSG00000182902	22q11.21	11381032|11897791	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		0		0		0	
SLC25A22	solute carrier family 25 member 22	Solute carriers	HGNC:19954	79751	ENSG00000177542	11p15.5	11897791	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		7.14285714285714	CS	0		0		0		0		0		0		0	
SLC25A36	solute carrier family 25 member 36	Solute carriers	HGNC:25554	55186	ENSG00000114120	03q23		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		7.14285714285714	CS	0		0		0		0		0		0		0	
SLC26A10	solute carrier family 26 member 10	Solute carriers	HGNC:14470	65012	ENSG00000135502	12q13.3		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		0		0		0		0		0		0	
SLC26A5	solute carrier family 26 member 5	Solute carriers	HGNC:9359	375611	ENSG00000170615	07q22.1	10821263	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SLC29A2	solute carrier family 29 member 2	Solute carriers	HGNC:11004	3177	ENSG00000174669	11q13.2	9192854|9478986	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		3.2258064516129	CS	0		0		0	
SLC35C1	solute carrier family 35 member C1	Solute carriers	HGNC:20197	55343	ENSG00000181830	11p11.2	11326279|11326280	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		0		0		7.14285714285714	CS
SLC35D1	solute carrier family 35 member D1	Solute carriers	HGNC:20800	23169	ENSG00000116704	01p31.3	11322953	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SLC35E1	solute carrier family 35 member E1	Solute carriers	HGNC:20803	79939	ENSG00000127526	19p13.11		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		0		0		0		0		0		0	
SLC35E2	solute carrier family 35 member E2	Solute carriers	HGNC:20863	9906	ENSG00000215790	01p36.33		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		4.34782608695652	CS	0		0	
SLC35F2	solute carrier family 35 member F2	Solute carriers	HGNC:23615	54733	ENSG00000110660	11q22.3	9119394	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SLC35F5	solute carrier family 35 member F5	Solute carriers	HGNC:23617	80255	ENSG00000115084	02q14.1		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		4.34782608695652	CS	0		0	
SLC38A5	solute carrier family 38 member 5	Solute carriers	HGNC:18070	92745	ENSG00000017483	Xp11.23	11243884	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		7.14285714285714	CS	0		0		0		0		0		0		0	
SLC39A12	solute carrier family 39 member 12	Solute carriers	HGNC:20860	221074	ENSG00000148482	10p12.33	12659941	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0		4		0		0		0		0		0		0		0		0		0		0		0	
SLC41A2	solute carrier family 41 member 2	Solute carriers	HGNC:31045	84102	ENSG00000136052	12q23.3		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		0		0		0		0		0		0		0		0		0		0		0	
SLC43A3	solute carrier family 43 member 3	Solute carriers	HGNC:17466	29015	ENSG00000134802	11q12.1	7531438|11704567	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		3.2258064516129	CS	0		0		0	
SLC46A3	solute carrier family 46 member 3	Solute carriers	HGNC:27501	283537	ENSG00000139508	13q12.3		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		3.125	CS	0		0		0		0		0	
SLC52A2	solute carrier family 52 member 2	Solute carriers	HGNC:30224	79581	ENSG00000185803	08q24.3	12740431	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		7.14285714285714	CS	0		0		0		0		0		0		0	
SLC5A12	solute carrier family 5 member 12	Solute carriers	HGNC:28750	159963	ENSG00000148942	11p14.2	12477932	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		0		0		0		0		0		0	
SLC6A4	solute carrier family 6 member 4	Solute carriers	HGNC:11050	6532	ENSG00000108576	17q11.2	7681602|19806148	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SLC7A11	solute carrier family 7 member 11	Solute carriers	HGNC:11059	23657	ENSG00000151012	04q28.3	10206947|12763038	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		7.14285714285714	CS	0		0		0		0		0		0		0	
SLC7A13	solute carrier family 7 member 13	Solute carriers	HGNC:23092	157724	ENSG00000164893	08q21.3	11907033|11943479	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0		0		0		0		0		0		0		0		0		0		0		5.88235294117647		0	
SLC7A2	solute carrier family 7 member 2	Solute carriers	HGNC:11060	6542	ENSG00000003989	08p22	8954799	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		4.34782608695652	CS	0		0	
SLC7A6	solute carrier family 7 member 6	Solute carriers	HGNC:11064	9057	ENSG00000103064	16q22.1	9878049	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		3.84615384615385	CS	0		0		0		0		0		0		0		0	
SLC9A1	solute carrier family 9 member A1	Protein phosphatase 1 regulatory subunits|Solute carriers	HGNC:11071	6548	ENSG00000090020	01p36.11	8283968	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SLC9A2	solute carrier family 9 member A2	Solute carriers	HGNC:11072	6549	ENSG00000115616	02q12.1		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		3.84615384615385	CS	0		0		0		0		0		0		0		0	
SLIT2	slit guidance ligand 2		HGNC:11086	9353	ENSG00000145147	04p15.31	9813312|18269211	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		0		0		0		0		0		0		0		0		0		0		0	
SMIM13	small integral membrane protein 13		HGNC:27356	221710	ENSG00000224531	06p24.2		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		3.2258064516129	CS	0		0		0	
SMIM4	small integral membrane protein 4		HGNC:37257	440957	ENSG00000168273	03p21.1		0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		0		0		0		0		0		0	
SMOC2	SPARC related modular calcium binding 2	SPARC family	HGNC:20323	64094	ENSG00000112562	06q27	12031507	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		3.2258064516129	CS	0		0		0	
SMPD4	sphingomyelin phosphodiesterase 4		HGNC:32949	55627	ENSG00000136699	02q21.1	16517606	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		0		0		0		0		0		0	
SMR3A	submaxillary gland androgen regulated protein 3A		HGNC:19216	26952	ENSG00000109208	04q13.3	9354371|17512016	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		0		4.34782608695652	CS	0		0	
SMURF1	SMAD specific E3 ubiquitin protein ligase 1		HGNC:16807	57154	ENSG00000198742	07q22.1	10458166	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		3.84615384615385	CS	0		0		0		0		0		0		0		0	
SMYD5	SMYD family member 5	Zinc fingers MYND-type	HGNC:16258	10322	ENSG00000135632	02p13.2	8754834	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SNAI2	snail family transcriptional repressor 2	Zinc fingers C2H2-type|SNAG transcriptional repressors	HGNC:11094	6591	ENSG00000019549	08q11.21	9337409|9721220	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
SNX24	sorting nexin 24	Sorting nexins	HGNC:21533	28966	ENSG00000064652	05q23.2	12461558	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		3.125	CS	0		0		0		0		0	
SNX9	sorting nexin 9	Sorting nexins|PX-BAR domain containing	HGNC:14973	51429	ENSG00000130340	06q25.3	10531379|17609109	0.307692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		3.2258064516129	CS	0		0		0	
